City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
201,Gap,FR,44.67,6.0,64.0,72,0,1.01,clear sky,0.0,0
202,Sumbawanga,TZ,-7.97,31.62,59.25,46,0,5.77,clear sky,0.0,0
203,Paris,FR,48.85,2.35,73.99,33,100,8.05,overcast clouds,0.0,0
204,Vardo,NO,70.37,31.11,46.4,93,75,10.29,broken clouds,0.0,0
205,Cockburn Town,TC,21.46,-71.14,87.8,62,40,8.05,scattered clouds,0.0,0
206,Chanderi,IN,24.72,78.13,81.46,76,1,12.93,clear sky,0.0,0
207,Auki,SB,-8.77,160.7,78.48,84,100,6.76,overcast clouds,0.0,0
208,Churhat,IN,24.43,81.67,84.76,72,32,9.53,scattered clouds,0.0,0
209,Gat,IL,31.61,34.76,80.01,69,0,1.45,clear sky,0.0,0
210,Stornoway,GB,58.21,-6.39,55.4,87,100,24.16,light rain,0.0,0
211,Lavrentiya,RU,65.58,-171.0,44.96,76,3,4.29,clear sky,0.0,0
212,Belaya Gora,RU,68.53,146.42,69.08,49,99,6.46,overcast clouds,0.0,0
213,Porto Velho,BR,-8.76,-63.9,87.8,58,20,4.7,few clouds,0.0,0
214,Macau,MO,22.2,113.55,84.2,83,20,9.17,few clouds,0.0,0
215,Dawlatabad,AF,36.41,64.91,77.18,31,0,3.04,clear sky,0.0,0
216,Dingle,PH,11.0,122.67,76.93,90,98,2.93,light rain,0.94,0
217,Ponta Do Sol,PT,32.67,-17.1,73.0,73,0,4.7,clear sky,0.0,0
218,Arrifes,PT,37.77,-25.7,71.6,64,75,9.17,broken clouds,0.0,0
219,Uyuni,BO,-20.46,-66.83,49.06,32,0,5.66,clear sky,0.0,0
220,Morro Bay,US,35.37,-120.85,99.0,77,0,8.01,clear sky,0.0,0
221,Morondava,MG,-20.28,44.28,72.03,79,0,11.14,clear sky,0.0,0
222,Domat,CH,46.83,9.45,64.99,75,1,3.0,clear sky,0.0,0
223,Namatanai,PG,-3.67,152.43,79.9,79,100,7.38,overcast clouds,0.0,0
224,Margate,GB,51.38,1.39,64.99,55,100,4.0,overcast clouds,0.0,0
225,Cherskiy,RU,68.75,161.3,50.54,92,100,3.11,overcast clouds,0.0,0
226,Provideniya,RU,64.38,-173.3,51.8,71,0,4.47,clear sky,0.0,0
227,Aykhal,RU,66.0,111.5,53.6,76,40,6.71,scattered clouds,0.0,0
228,Dikson,RU,73.51,80.55,41.36,97,98,3.02,overcast clouds,0.0,0
229,Wanxian,CN,30.8,108.39,75.07,86,100,4.03,light rain,0.26,0
230,Mossendjo,CG,-2.95,12.73,68.4,93,49,2.06,scattered clouds,0.0,0
231,Shelburne,CA,44.08,-80.2,75.99,88,90,17.22,moderate rain,0.0,0
232,Thompson,CA,55.74,-97.86,73.4,56,75,6.93,broken clouds,0.0,0
233,Mayo,US,38.89,-76.51,89.01,55,75,12.75,broken clouds,0.0,0
234,Chokurdakh,RU,70.63,147.92,58.01,59,92,9.17,overcast clouds,0.0,0
235,Vostok,RU,46.49,135.88,56.68,97,91,2.15,overcast clouds,0.0,0
236,Vilyuysk,RU,63.76,121.62,62.89,66,62,2.01,broken clouds,0.0,0
237,Sao Filipe,CV,14.9,-24.5,74.34,78,39,10.67,scattered clouds,0.0,0
238,San Ramon,US,37.78,-121.98,91.4,18,1,4.81,clear sky,0.0,0
239,Ostrovnoy,RU,68.05,39.51,48.63,91,100,7.83,overcast clouds,0.0,0
240,Buttelborn,DE,49.9,8.52,71.6,33,55,10.29,broken clouds,0.0,0
241,Urdoma,RU,61.75,48.54,56.21,78,0,5.66,clear sky,0.0,0
242,Kazachinskoye,RU,57.7,93.28,53.13,90,0,2.51,clear sky,0.0,0
243,Fereydun Kenar,IR,36.69,52.52,77.0,88,75,6.93,broken clouds,0.0,0
244,Segou,ML,13.43,-6.22,92.98,38,46,4.03,scattered clouds,0.0,0
245,Pouembout,NC,-21.13,164.9,64.87,87,0,4.76,clear sky,0.0,0
246,Lagoa,PT,39.05,-27.98,68.63,78,0,15.64,clear sky,0.0,0
247,Pelaya,CO,8.69,-73.66,87.84,62,47,4.56,light rain,0.54,0
248,Arman,RU,59.7,150.17,58.82,79,0,1.54,clear sky,0.0,0
249,Grindavik,IS,63.84,-22.43,50.0,100,90,6.93,light rain,0.0,0
250,Baykit,RU,61.67,96.37,52.99,89,23,1.45,few clouds,0.0,0
251,Katsuura,JP,35.13,140.3,68.0,88,75,11.41,broken clouds,0.0,0
252,Los Llanos De Aridane,ES,28.66,-17.92,73.99,73,20,13.87,few clouds,0.0,0
253,Nantucket,US,41.28,-70.1,75.2,73,1,18.34,clear sky,0.0,0
254,Puerto Escondido,MX,15.85,-97.07,86.0,66,75,8.05,broken clouds,0.0,0
255,Beziers,FR,43.35,3.22,82.4,30,98,5.82,overcast clouds,0.0,0
256,Balabac,PH,7.99,117.06,81.59,76,100,6.87,overcast clouds,0.0,0
257,Noumea,NC,-22.28,166.46,70.0,93,75,2.24,broken clouds,0.0,0
258,Kolosovka,RU,56.47,73.61,57.74,77,60,6.69,broken clouds,0.0,0
259,Saldanha,ZA,-33.01,17.94,55.4,87,7,13.87,clear sky,0.0,0
260,Gizo,SB,-8.1,156.84,82.51,79,58,15.03,moderate rain,1.12,0
261,Tirlyanskiy,RU,54.21,58.58,64.11,89,0,1.72,clear sky,0.0,0
262,Waingapu,ID,-9.66,120.26,73.96,83,90,7.83,overcast clouds,0.0,0
263,Ponta Delgada,PT,37.73,-25.67,71.6,64,75,9.17,broken clouds,0.0,0
264,Naze,JP,28.37,129.48,82.4,88,20,3.36,few clouds,0.0,0
265,Barcelos,PT,41.54,-8.62,84.0,44,0,11.41,clear sky,0.0,0
266,Cabras,IT,39.93,8.53,66.99,46,45,1.99,scattered clouds,0.0,0
267,Victor Rosales,MX,22.95,-102.7,75.2,38,40,6.93,scattered clouds,0.0,0
268,Ivanteyevka,RU,55.97,37.92,68.0,87,40,8.95,scattered clouds,0.0,0
269,Mitsamiouli,KM,-11.38,43.28,77.0,78,20,4.7,few clouds,0.0,0
270,Ati,TD,13.22,18.34,90.37,42,2,3.36,clear sky,0.0,0
271,Asau,RO,46.43,26.4,54.0,92,100,4.25,light rain,0.25,0
272,Esperance,AU,-33.87,121.9,48.2,66,0,18.34,clear sky,0.0,0
273,Capinopolis,BR,-18.68,-49.57,83.25,34,100,4.07,overcast clouds,0.0,0
274,Grand Gaube,MU,-20.01,57.66,72.0,70,0,8.01,clear sky,0.0,0
275,Bilma,NE,18.69,12.92,91.81,28,0,9.64,clear sky,0.0,0
276,Terrace,CA,54.52,-128.6,59.0,67,90,13.87,shower rain,0.0,0
277,Tiznit,MA,29.58,-9.5,83.55,36,39,0.4,scattered clouds,0.0,0
278,Kupang,ID,-10.17,123.58,75.7,81,99,10.07,overcast clouds,0.0,0
279,Chuy,UY,-33.7,-53.46,51.98,68,7,8.59,clear sky,0.0,0
280,Santa Isabel Do Rio Negro,BR,-0.41,-65.02,82.26,86,100,1.39,light rain,0.74,0
281,Port Hedland,AU,-20.32,118.57,57.2,24,2,8.05,clear sky,0.0,0
282,Sidi Ali,DZ,36.1,0.42,79.12,63,90,12.28,overcast clouds,0.0,0
283,Hofn,IS,64.25,-15.21,52.16,94,100,5.26,light rain,0.64,0
284,Vung Tau,VN,10.35,107.08,81.25,81,100,9.86,light rain,0.89,0
285,Vila Franca Do Campo,PT,37.72,-25.43,71.6,64,75,9.17,broken clouds,0.0,0
286,Tuensang,IN,26.28,94.83,71.19,82,100,1.61,overcast clouds,0.0,0
287,Honggang,CN,46.47,124.87,68.88,76,99,4.14,overcast clouds,0.0,0
288,Shenjiamen,CN,29.96,122.3,77.74,92,100,21.41,overcast clouds,0.0,0
289,High Prairie,CA,55.43,-116.49,65.53,52,22,14.9,few clouds,0.0,0
290,Moroto,UG,2.53,34.67,67.14,79,1,3.56,light rain,0.17,0
291,Mount Darwin,ZW,-16.77,31.58,58.66,44,0,8.61,clear sky,0.0,0
292,The Valley,AI,18.22,-63.06,89.6,70,75,16.11,haze,0.0,0
293,Udachnyy,RU,66.42,112.4,53.6,76,40,6.71,scattered clouds,0.0,0
294,Alofi,NU,-19.06,-169.92,71.6,88,89,20.8,overcast clouds,0.0,0
295,Zyrardow,PL,52.05,20.45,57.99,10,0,4.63,clear sky,0.0,0
296,Asbe Teferi,ET,9.08,40.87,64.69,79,69,4.27,light rain,0.29,0
297,Rio Grande,BR,-32.03,-52.1,55.4,76,75,3.36,broken clouds,0.0,0
298,Alvorada,BR,-12.48,-49.12,91.42,22,94,5.28,overcast clouds,0.0,0
299,Davila,PH,18.47,120.58,83.21,72,100,4.79,overcast clouds,0.0,0
300,Suoyarvi,RU,62.08,32.35,52.41,87,89,3.33,overcast clouds,0.0,0
301,Bathsheba,BB,13.22,-59.52,82.4,83,75,8.05,broken clouds,0.0,0
302,Sur,OM,22.57,59.53,85.91,66,100,17.56,overcast clouds,0.0,0
303,Constitucion,CL,-35.33,-72.42,57.85,70,100,8.37,overcast clouds,0.0,0
304,Gulariya,NP,28.23,81.33,81.23,84,71,2.8,moderate rain,2.02,0
305,Port-Cartier,CA,50.03,-66.87,71.6,83,75,3.36,broken clouds,0.0,0
306,Novouzensk,RU,50.46,48.14,73.13,56,100,13.27,overcast clouds,0.0,0
307,Santo Antonio Do Ica,BR,-3.1,-67.94,83.61,75,80,1.57,light rain,0.71,0
308,Ingham,US,42.6,-84.38,79.0,54,90,9.17,overcast clouds,0.0,0
309,Lumatil,PH,5.87,124.89,79.03,74,100,3.11,overcast clouds,0.0,0
310,Faya,SA,18.39,42.45,78.8,22,4,5.82,clear sky,0.0,0
