City_ID,City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
296,296,Weligama,LK,5.97,80.42,79.48,86,100,9.48,overcast clouds,0.0,0
297,297,Aktau,KZ,43.65,51.2,77.0,83,61,8.95,broken clouds,0.0,0
298,298,Winchester,GB,51.07,-1.32,60.8,55,24,4.7,few clouds,0.0,0
299,299,Luquillo,PR,18.37,-65.72,89.6,59,40,13.87,scattered clouds,0.0,0
300,300,Praia Da Vitoria,PT,38.73,-27.07,71.6,78,40,6.87,scattered clouds,0.0,0
301,301,Udachnyy,RU,66.42,112.4,58.51,86,69,6.67,broken clouds,0.0,0
302,302,Shumyachi,RU,53.86,32.42,62.58,80,24,13.24,few clouds,0.0,0
303,303,Umm Lajj,SA,25.02,37.27,81.48,68,0,3.71,clear sky,0.0,0
304,304,Ngunguru,NZ,-35.62,174.5,46.0,3,4,1.01,clear sky,0.0,0
305,305,Venice,US,27.1,-82.45,89.6,70,20,14.99,few clouds,0.0,0
306,306,Vila Velha,BR,-20.33,-40.29,71.6,73,20,10.29,few clouds,0.0,0
307,307,Baracoa,CU,20.35,-74.5,84.96,66,100,5.06,overcast clouds,0.0,0
308,308,Taoudenni,ML,22.68,-3.98,97.65,19,67,12.01,broken clouds,0.0,0
309,309,Yumen,CN,40.28,97.2,73.58,25,100,4.23,overcast clouds,0.0,0
310,310,Syracuse,IT,37.09,15.28,78.8,74,20,5.82,few clouds,0.0,0
311,311,Broken Hill,AU,-31.95,141.43,44.6,81,40,5.82,scattered clouds,0.0,0
312,312,Westport,US,41.14,-73.36,73.99,94,90,24.16,light rain,0.38,0
313,313,Mitsamiouli,KM,-11.38,43.28,77.31,70,13,11.68,few clouds,0.0,0
314,314,Sabla,NG,12.75,4.71,85.89,57,100,17.52,overcast clouds,0.0,0
315,315,Phan Thiet,VN,10.93,108.1,77.07,87,100,4.99,overcast clouds,0.0,0
316,316,Tateyama,JP,34.98,139.87,77.0,93,81,5.99,broken clouds,0.0,0
317,317,Lorengau,PG,-2.02,147.27,82.51,78,89,12.21,overcast clouds,0.0,0
318,318,Barao De Melgaco,BR,-16.19,-55.97,93.2,26,8,9.17,clear sky,0.0,0
319,319,Ulladulla,AU,-35.35,150.47,51.01,82,100,4.61,moderate rain,1.86,0
320,320,Gat,IL,31.61,34.76,80.01,72,0,2.53,clear sky,0.0,0
321,321,Port Moresby,PG,-9.44,147.18,75.2,94,40,3.36,scattered clouds,0.0,0
322,322,Tuktoyaktuk,CA,69.45,-133.04,41.0,93,90,12.75,overcast clouds,0.0,0
323,323,Solnechnyy,RU,50.72,136.63,59.99,85,99,2.71,overcast clouds,0.0,0
324,324,Tignere,CM,7.37,12.65,66.06,95,100,0.51,light rain,0.56,0
325,325,Hanstholm,DK,57.12,8.62,54.0,84,68,3.0,broken clouds,0.0,0
326,326,Lusambo,CD,-4.97,23.45,79.18,38,75,1.74,broken clouds,0.0,0
327,327,Pavullo Nel Frignano,IT,44.33,10.84,75.99,82,19,7.16,few clouds,0.0,0
328,328,Yankton,US,42.87,-97.4,78.8,78,75,11.41,light rain,0.0,0
329,329,Selikhino,RU,50.37,137.5,58.35,87,75,5.32,broken clouds,0.0,0
330,330,Henties Bay,,-22.12,14.28,60.01,88,96,1.01,overcast clouds,0.0,0
331,331,Madang,PG,-5.22,145.8,76.14,87,79,5.91,broken clouds,0.0,0
332,332,Young,UY,-32.68,-57.63,61.0,70,88,3.74,overcast clouds,0.0,0
333,333,Nanortalik,GL,60.14,-45.24,45.09,94,93,7.2,overcast clouds,0.0,0
334,334,Sao Joao Da Barra,BR,-21.64,-41.05,71.6,73,75,6.93,broken clouds,0.0,0
335,335,Bardiyah,LY,31.76,25.09,72.1,81,0,8.3,clear sky,0.0,0
336,336,Kikerino,RU,59.47,29.63,57.2,87,75,6.71,light intensity shower rain,0.0,0
337,337,Campo Grande,BR,-20.44,-54.65,82.4,42,40,14.99,scattered clouds,0.0,0
338,338,Ostersund,SE,63.18,14.64,50.0,76,99,3.36,overcast clouds,0.0,0
339,339,Mattoon,US,39.48,-88.37,87.8,45,1,17.22,clear sky,0.0,0
340,340,Deputatskiy,RU,69.3,139.9,57.88,64,39,2.64,scattered clouds,0.0,0
341,341,Dingle,PH,11.0,122.67,76.98,86,100,2.84,overcast clouds,0.0,0
342,342,Kenitra,MA,34.26,-6.58,71.6,83,0,5.82,clear sky,0.0,0
343,343,Kholmogory,RU,64.22,41.66,51.8,93,40,2.24,scattered clouds,0.0,0
344,344,Jalu,LY,29.03,21.55,82.56,36,0,14.52,clear sky,0.0,0
345,345,Evensk,RU,61.95,159.23,52.57,96,100,5.17,light rain,0.44,0
346,346,Gamboula,CF,4.12,15.14,69.21,96,100,2.8,overcast clouds,0.0,0
347,347,Poum,NC,-20.23,164.02,68.61,70,40,12.15,scattered clouds,0.0,0
348,348,Valleyview,CA,55.07,-117.29,69.51,53,30,8.99,scattered clouds,0.0,0
349,349,Ancud,CL,-41.87,-73.82,45.0,86,75,12.75,broken clouds,0.0,0
350,350,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,55.4,100,75,4.47,broken clouds,0.0,0
351,351,Shimoda,JP,34.67,138.95,73.0,94,95,1.99,light rain,0.43,0
352,352,Nemuro,JP,43.32,145.57,59.25,87,100,4.05,overcast clouds,0.0,0
353,353,Praya,CV,14.92,-23.51,82.4,74,75,4.7,broken clouds,0.0,0
354,354,Nguru,NG,12.88,10.45,84.87,56,18,15.26,light rain,0.5,0
355,355,Kandrian,PG,-6.22,149.55,78.24,86,71,11.41,light rain,0.16,0
356,356,Sisimiut,GL,66.94,-53.67,43.88,79,56,5.53,broken clouds,0.0,0
357,357,Korla,CN,41.76,86.15,75.99,81,87,10.0,overcast clouds,0.0,0
358,358,Ciudad Bolivar,VE,8.12,-63.55,83.26,71,87,13.62,moderate rain,1.87,0
359,359,Vanimo,PG,-2.67,141.3,79.2,78,100,4.83,light rain,0.47,0
360,360,Miyako,JP,39.64,141.95,67.39,94,100,7.45,heavy intensity rain,4.32,0
361,361,Palmerston,AU,-12.49,130.98,75.2,73,47,5.82,scattered clouds,0.0,0
362,362,Irbit,RU,57.67,63.07,70.93,72,0,4.27,clear sky,0.0,0
363,363,Sorland,NO,67.67,12.69,53.6,81,40,8.05,scattered clouds,0.0,0
364,364,Nome,US,64.5,-165.41,68.0,63,1,10.29,clear sky,0.0,0
365,365,Along,IN,28.17,94.77,74.7,90,100,2.93,heavy intensity rain,5.24,0
366,366,Fagersta,SE,60.0,15.79,53.01,98,100,2.91,overcast clouds,0.0,0
367,367,Puerto Escondido,MX,15.85,-97.07,87.8,66,75,9.17,broken clouds,0.0,0
368,368,Malpe,IN,13.35,74.72,77.0,94,40,4.7,mist,0.0,0
369,369,Tecoanapa,MX,16.52,-98.75,88.02,65,0,10.8,clear sky,0.0,0
370,370,Boyolangu,ID,-8.12,111.89,73.24,90,98,4.56,overcast clouds,0.0,0
371,371,Paita,PE,-5.09,-81.11,66.54,73,44,18.72,scattered clouds,0.0,0
372,372,Port Hardy,CA,50.7,-127.42,60.8,77,90,5.82,light intensity shower rain,0.0,0
373,373,Kurchum,KZ,48.57,83.65,64.78,68,1,0.92,clear sky,0.0,0
374,374,Huilong,CN,31.81,121.66,77.0,99,100,1.01,overcast clouds,0.0,0
375,375,Yar-Sale,RU,66.83,70.83,56.23,70,95,5.03,overcast clouds,0.0,0
376,376,Coahuayana,MX,18.73,-103.68,84.2,70,40,6.93,scattered clouds,0.0,0
377,377,La Baule-Escoublac,FR,47.29,-2.36,64.4,59,2,9.17,clear sky,0.0,0
378,378,Ocampo,MX,21.65,-101.5,77.11,29,86,12.91,overcast clouds,0.0,0
379,379,Victoria,HK,22.29,114.16,84.99,82,100,1.99,overcast clouds,0.0,0
380,380,West Bay,KY,19.37,-81.42,89.6,75,20,10.29,few clouds,0.0,0
381,381,Sambava,MG,-14.27,50.17,71.71,82,15,14.76,light rain,0.36,0
382,382,Aracati,BR,-4.56,-37.77,78.6,80,8,7.38,clear sky,0.0,0
383,383,Springbok,ZA,-29.66,17.89,40.44,92,55,23.47,light rain,0.36,0
384,384,Makakilo City,US,21.35,-158.09,86.0,51,20,14.99,few clouds,0.0,0
385,385,Ketchikan,US,55.34,-131.65,55.4,93,90,17.22,moderate rain,3.56,0
386,386,Lipari,IT,38.47,14.95,78.01,76,0,3.0,clear sky,0.0,0
387,387,Sai Buri,TH,6.7,101.62,76.06,85,85,4.45,overcast clouds,0.0,0
388,388,Morondava,MG,-20.28,44.28,70.92,80,0,8.63,clear sky,0.0,0
389,389,Marsh Harbour,BS,26.54,-77.06,87.03,67,81,10.78,light rain,0.29,0
390,390,Sibiti,CG,-3.68,13.35,71.01,84,69,4.23,broken clouds,0.0,0
391,391,Airai,TL,-8.93,125.41,57.24,100,45,3.62,scattered clouds,0.0,0
392,392,Palu,ID,-0.89,119.87,75.49,82,100,1.74,light rain,0.81,0
393,393,Amberley,US,39.2,-84.43,87.01,65,31,5.99,scattered clouds,0.0,0
394,394,Candido Mendes,BR,-1.45,-45.72,78.66,81,46,4.99,scattered clouds,0.0,0
395,395,Valley City,US,46.92,-98.0,77.0,57,40,1.59,scattered clouds,0.0,0
396,396,Saquena,PE,-4.67,-73.52,82.31,81,37,3.04,light rain,0.53,0
397,397,Zeya,RU,53.75,127.27,68.16,91,50,3.33,scattered clouds,0.0,0
398,398,Luena,AO,-11.78,19.92,60.28,42,0,2.28,clear sky,0.0,0
399,399,Pahrump,US,36.21,-115.98,104.0,7,28,5.01,scattered clouds,0.0,0
400,400,Jelgava,LV,56.65,23.71,59.0,93,100,5.82,light rain,0.28,0
401,401,Hasaki,JP,35.73,140.83,80.6,83,75,16.11,broken clouds,0.0,0
402,402,Simpang,ID,-1.27,104.08,72.39,94,40,1.95,scattered clouds,0.0,0
403,403,Thunder Bay,CA,48.4,-89.32,82.4,45,75,9.17,broken clouds,0.0,0
404,404,North Platte,US,41.12,-100.77,89.6,55,40,17.22,scattered clouds,0.0,0
405,405,Kudahuvadhoo,MV,2.67,72.89,83.61,76,68,11.54,broken clouds,0.0,0
406,406,Marystown,CA,47.17,-55.15,58.51,85,81,7.11,broken clouds,0.0,0
407,407,Rio Grande,BR,-32.03,-52.1,59.0,72,0,12.75,clear sky,0.0,0
408,408,Nokaneng,BW,-19.67,22.27,59.7,32,0,5.84,clear sky,0.0,0
409,409,Upernavik,GL,72.79,-56.15,40.82,85,10,22.19,clear sky,0.0,0
410,410,Colares,PT,38.8,-9.45,71.01,68,20,21.92,few clouds,0.0,0
411,411,Port Jervis,US,41.38,-74.69,72.0,100,100,13.2,heavy intensity rain,8.12,0
412,412,Portland,US,45.52,-122.68,79.0,60,0,1.01,clear sky,0.0,0
413,413,Acajutla,SV,13.59,-89.83,82.4,69,40,6.93,scattered clouds,0.0,0
414,414,Yaan,NG,7.38,8.57,71.98,94,100,6.29,overcast clouds,0.0,0
415,415,Madoc,CA,44.51,-77.47,93.0,28,0,5.01,clear sky,0.0,0
416,416,Bathsheba,BB,13.22,-59.52,86.0,66,40,21.92,scattered clouds,0.0,0
417,417,Wanning,CN,18.8,110.4,81.88,86,100,13.69,overcast clouds,0.0,0
418,418,Bankura,IN,23.25,87.07,85.62,71,100,9.64,light rain,0.63,0
419,419,Juneau,US,58.3,-134.42,59.0,77,90,8.05,light rain,0.25,0
420,420,Aksu,CN,41.12,80.26,71.94,44,66,2.13,light rain,0.45,0
421,421,Coihueco,CL,-36.62,-71.83,57.2,54,40,6.93,scattered clouds,0.0,0
422,422,Kirensk,RU,57.79,108.11,59.32,88,96,1.63,overcast clouds,0.0,0
423,423,Aden,YE,12.78,45.04,89.28,65,99,3.33,overcast clouds,0.0,0
424,424,North Bend,US,43.41,-124.22,73.99,68,1,12.75,clear sky,0.0,0
425,425,Santa Catarina De Tepehuanes,MX,25.35,-105.73,85.71,27,9,11.07,clear sky,0.0,0
426,426,Basco,PH,20.45,121.97,84.97,68,2,4.72,clear sky,0.0,0
427,427,Staraya Russa,RU,57.99,31.36,59.32,96,95,8.05,overcast clouds,0.0,0
428,428,San Andres,CO,12.58,-81.7,87.8,70,20,16.11,few clouds,0.0,0
429,429,Oulu,FI,65.01,25.47,53.6,93,75,6.93,broken clouds,0.0,0
430,430,Karratha,AU,-20.74,116.85,64.74,35,0,17.52,clear sky,0.0,0
431,431,Roma,US,43.21,-75.46,86.0,51,1,14.99,clear sky,0.0,0
432,432,Adrar,MR,20.5,-10.07,94.3,12,0,8.48,clear sky,0.0,0
433,433,Lethem,GY,3.38,-59.8,84.88,68,98,3.09,overcast clouds,0.0,0
434,434,Bratsk,RU,56.13,101.61,66.2,72,37,6.71,scattered clouds,0.0,0
435,435,Quatre Cocos,MU,-20.21,57.76,70.0,64,75,18.34,shower rain,0.0,0
436,436,Sultanpur,IN,26.27,82.07,82.62,85,100,5.68,light rain,0.28,0
437,437,Shingu,JP,33.73,135.98,75.56,95,75,8.16,light rain,0.17,0
438,438,Granger,US,41.75,-86.13,78.8,83,75,14.99,broken clouds,0.0,0
439,439,Masuguru,TZ,-11.37,38.42,70.47,80,64,3.51,broken clouds,0.0,0
440,440,Hofn,IS,64.25,-15.21,53.51,70,0,10.31,clear sky,0.0,0
441,441,Upata,VE,8.01,-62.4,81.0,82,100,3.0,light rain,0.26,0
442,442,Banda Aceh,ID,5.56,95.32,79.75,79,87,6.2,overcast clouds,0.0,0
443,443,Ayagoz,KZ,47.97,80.44,63.05,77,12,8.03,few clouds,0.0,0
444,444,Saryozek,KZ,44.36,77.98,63.01,61,2,9.69,clear sky,0.0,0
445,445,Pisco,PE,-13.7,-76.22,68.0,60,6,17.22,clear sky,0.0,0
446,446,Kozan,TR,37.46,35.82,79.0,83,20,1.41,few clouds,0.0,0
447,447,Cayenne,GF,4.93,-52.33,87.8,62,100,9.17,overcast clouds,0.0,0
448,448,Barcelos,PT,41.54,-8.62,81.0,68,0,6.93,clear sky,0.0,0
449,449,Pytalovo,RU,57.07,27.91,57.81,98,69,5.61,broken clouds,0.0,0
450,450,Abaete,BR,-19.16,-45.45,73.71,48,13,2.24,few clouds,0.0,0
451,451,Haines Junction,CA,60.75,-137.51,63.1,39,100,5.12,overcast clouds,0.0,0
452,452,Prado,BR,-17.34,-39.22,72.07,80,26,7.23,scattered clouds,0.0,0
453,453,Coquimbo,CL,-29.95,-71.34,59.0,77,46,13.87,scattered clouds,0.0,0
454,454,Kendari,ID,-3.94,122.5,73.2,94,100,3.42,overcast clouds,0.0,0
455,455,Peterhead,GB,57.51,-1.8,53.01,87,86,4.7,overcast clouds,0.0,0
456,456,Tezu,IN,27.92,96.17,76.51,87,100,1.21,heavy intensity rain,8.87,0
457,457,Karakol,KG,42.49,78.39,54.48,67,100,2.08,light rain,0.14,0
458,458,Araxa,BR,-19.59,-46.94,77.0,44,20,5.82,few clouds,0.0,0
459,459,Mago,RU,53.25,140.18,55.74,84,100,0.83,overcast clouds,0.0,0
460,460,Cansancao,BR,-10.67,-39.5,72.28,71,45,7.07,scattered clouds,0.0,0
461,461,Kyaikkami,MM,16.08,97.57,80.94,81,100,6.53,light rain,0.46,0
462,462,Port Lincoln,AU,-34.73,135.87,49.93,74,12,12.59,few clouds,0.0,0
463,463,Torbay,CA,47.67,-52.73,57.99,71,90,6.93,overcast clouds,0.0,0
464,464,Miquelon,PM,47.1,-56.38,59.0,87,75,3.36,broken clouds,0.0,0
465,465,Kumla,SE,59.13,15.14,55.0,93,100,5.82,light rain,0.33,0
466,466,Torres,BR,-29.34,-49.73,57.11,83,0,6.82,clear sky,0.0,0
467,467,Benghazi,LY,32.12,20.07,75.65,72,0,14.36,clear sky,0.0,0
468,468,Kokstad,ZA,-30.55,29.42,53.53,45,0,7.11,clear sky,0.0,0
469,469,Sorong,ID,-0.88,131.25,77.13,89,15,7.11,few clouds,0.0,0
470,470,Plerin,FR,48.54,-2.78,57.99,71,20,4.7,few clouds,0.0,0
471,471,Dongkan,CN,34.0,119.83,69.91,95,100,2.77,overcast clouds,0.0,0
472,472,Aasiaat,GL,68.71,-52.87,39.42,90,89,10.16,overcast clouds,0.0,0
473,473,Camacupa,AO,-12.02,17.48,62.42,39,2,2.26,clear sky,0.0,0
474,474,Grand Gaube,MU,-20.01,57.66,70.0,67,59,14.0,broken clouds,0.0,0
475,475,Bembereke,BJ,10.23,2.66,71.53,94,89,6.31,overcast clouds,0.0,0
476,476,Kensington,AU,-33.92,151.22,55.0,100,75,8.05,moderate rain,0.0,0
477,477,Hambantota,LK,6.12,81.12,80.74,81,100,15.9,overcast clouds,0.0,0
478,478,Prainha,BR,-1.8,-53.48,80.2,86,100,2.48,light rain,0.36,0
479,479,Macapa,BR,0.04,-51.07,87.8,66,20,10.29,shower rain,0.0,0
480,480,Margate,GB,51.38,1.39,62.01,60,2,1.99,clear sky,0.0,0
481,481,Esperance,AU,-33.87,121.9,46.4,100,75,3.36,broken clouds,0.0,0
482,482,Honningsvag,NO,70.98,25.97,46.4,87,75,8.05,light intensity drizzle,0.0,0
483,483,Kamenka,RU,51.32,42.77,63.0,66,0,5.99,clear sky,0.0,0
484,484,Amahai,ID,-3.33,128.92,76.08,87,51,1.99,broken clouds,0.0,0
485,485,Mogadishu,SO,2.04,45.34,78.35,82,82,16.31,light rain,0.29,0
486,486,Khust,UA,48.18,23.3,72.0,73,0,3.36,clear sky,0.0,0
487,487,Greenville,US,35.61,-77.37,91.4,49,1,5.01,clear sky,0.0,0
488,488,Mikhaylovka,RU,50.06,43.24,68.0,55,0,5.01,clear sky,0.0,0
489,489,Stepnyak,KZ,52.83,70.78,60.21,79,37,5.86,scattered clouds,0.0,0
490,490,Sitka,US,57.05,-135.33,55.4,87,90,6.93,overcast clouds,0.0,0
491,491,Constitucion,CL,-35.33,-72.42,54.28,79,30,7.02,scattered clouds,0.0,0
492,492,Nyrob,RU,60.73,56.72,60.93,96,66,2.71,light rain,0.12,0
493,493,Agadez,NE,19.75,10.25,91.87,11,8,7.83,clear sky,0.0,0
494,494,Meulaboh,ID,4.14,96.13,77.45,84,100,5.37,light rain,0.16,0
495,495,Waitati,NZ,-45.75,170.57,44.01,80,45,3.0,scattered clouds,0.0,0
496,496,Alice Springs,AU,-23.7,133.88,46.4,52,100,4.7,overcast clouds,0.0,0
497,497,Hukuntsi,BW,-24.0,21.75,56.46,33,0,14.81,clear sky,0.0,0
498,498,Unhel,IN,23.33,75.57,78.26,80,32,17.4,scattered clouds,0.0,0
499,499,Agirish,RU,61.92,63.02,75.24,63,62,9.44,broken clouds,0.0,0
500,500,Winfield,US,37.24,-97.0,84.99,54,1,5.82,clear sky,0.0,0
501,501,Pimentel,PE,-6.84,-79.93,69.8,60,10,17.22,clear sky,0.0,0
502,502,General Roca,AR,-39.03,-67.58,51.8,37,0,9.17,clear sky,0.0,0
503,503,Ariquemes,BR,-9.91,-63.04,87.73,48,14,2.04,few clouds,0.0,0
504,504,Cam Ranh,VN,11.92,109.16,82.4,78,20,4.59,few clouds,0.0,0
505,505,Cuamba,MZ,-14.8,36.54,66.67,59,0,3.42,clear sky,0.0,0
506,506,Aringay,PH,16.4,120.4,79.97,74,96,4.76,overcast clouds,0.0,0
507,507,Kavaratti,IN,10.57,72.64,82.65,74,100,9.35,overcast clouds,0.0,0
508,508,Sungairaya,ID,0.7,108.9,76.01,90,100,5.23,overcast clouds,0.0,0
509,509,Ballina,AU,-28.87,153.57,54.0,100,90,3.2,overcast clouds,0.0,0
510,510,Pasighat,IN,28.07,95.33,76.78,89,100,5.73,heavy intensity rain,8.53,0
511,511,Kruisfontein,ZA,-34.0,24.73,55.9,76,100,5.01,light rain,0.41,0
512,512,Kodinsk,RU,58.69,99.18,57.25,90,100,13.51,overcast clouds,0.0,0
513,513,Cap Malheureux,MU,-19.98,57.61,69.01,69,56,11.01,broken clouds,0.0,0
514,514,Serra,BR,-20.13,-40.31,71.6,73,20,10.29,few clouds,0.0,0
515,515,Eston,CA,51.15,-108.75,66.2,77,90,12.75,overcast clouds,0.0,0
516,516,San Ramon,US,37.78,-121.98,93.99,22,1,6.93,clear sky,0.0,0
517,517,Abu Samrah,SY,35.3,37.18,73.42,72,0,9.93,clear sky,0.0,0
518,518,Kachug,RU,53.96,105.88,60.01,82,100,0.67,overcast clouds,0.0,0
519,519,Point Pleasant,US,40.08,-74.07,75.0,68,55,4.0,light rain,0.56,0
520,520,Canoinhas,BR,-26.18,-50.39,54.12,71,0,1.81,clear sky,0.0,0
521,521,Bengbu,CN,32.94,117.36,73.74,86,100,9.69,overcast clouds,0.0,0
522,522,Namibe,AO,-15.2,12.15,60.19,83,0,13.73,clear sky,0.0,0
523,523,Tighina,MD,46.83,29.47,73.4,56,0,6.93,clear sky,0.0,0
524,524,Grindavik,IS,63.84,-22.43,50.0,81,90,9.17,overcast clouds,0.0,0
525,525,Camacari,BR,-12.7,-38.32,78.8,74,75,4.7,shower rain,0.0,0
526,526,Brae,GB,60.4,-1.35,51.8,81,96,11.41,overcast clouds,0.0,0
527,527,Wukari,NG,7.85,9.78,74.16,86,100,10.74,overcast clouds,0.0,0
528,528,Viedma,AR,-40.81,-63.0,43.84,59,0,11.07,clear sky,0.0,0
529,529,Huarmey,PE,-10.07,-78.15,66.99,68,6,11.9,clear sky,0.0,0
530,530,Los Algarrobos,PA,8.5,-82.43,80.6,88,40,12.75,thunderstorm,0.0,0
531,531,Kozhevnikovo,RU,56.26,83.97,55.33,88,47,6.69,scattered clouds,0.0,0
532,532,Mitu,CO,1.2,-70.17,80.02,92,99,0.47,moderate rain,2.37,0
533,533,Arlit,NE,18.74,7.39,98.19,17,6,7.54,clear sky,0.0,0
534,534,Raahe,FI,64.68,24.48,53.6,93,75,6.93,broken clouds,0.0,0
535,535,Loralai,PK,30.37,68.6,81.54,40,0,5.75,clear sky,0.0,0
536,536,Hudson Bay,CA,52.85,-102.38,74.43,50,71,3.53,broken clouds,0.0,0
537,537,Mattru,SL,7.62,-11.83,72.66,96,100,3.22,overcast clouds,0.0,0
538,538,Paka,MY,4.64,103.44,75.2,100,95,4.18,overcast clouds,0.0,0
539,539,Kilindoni,TZ,-7.91,39.67,77.0,79,14,13.78,light rain,0.27,0
540,540,Konosha,RU,60.97,40.26,51.35,86,0,4.45,clear sky,0.0,0
541,541,Taltal,CL,-25.4,-70.48,60.28,70,25,1.45,scattered clouds,0.0,0
542,542,Kutum,SD,14.2,24.67,75.56,52,77,4.41,broken clouds,0.0,0
543,543,Kenai,US,60.55,-151.26,60.8,77,90,10.25,overcast clouds,0.0,0
544,544,Peniche,PT,39.36,-9.38,66.99,85,0,7.0,clear sky,0.0,0
545,545,Plouzane,FR,48.38,-4.62,57.2,71,0,6.93,clear sky,0.0,0
546,546,Spassk-Ryazanskiy,RU,54.41,40.38,55.0,74,0,3.53,clear sky,0.0,0
547,547,Fairbanks,US,64.84,-147.72,66.0,39,1,6.93,clear sky,0.0,0
548,548,Biltine,TD,14.53,20.92,79.21,65,100,11.01,light rain,0.19,0
549,549,Cabo San Lucas,MX,22.89,-109.91,90.0,66,40,11.41,scattered clouds,0.0,0
550,550,Chengde,CN,40.97,117.94,62.47,88,23,0.83,few clouds,0.0,0
551,551,Andenes,NO,69.31,16.12,51.8,81,16,2.24,few clouds,0.0,0
552,552,Hovd,MN,48.01,91.64,65.98,52,94,3.09,light rain,0.16,0
553,553,Umm Kaddadah,SD,13.6,26.69,85.24,45,2,7.56,light rain,0.16,0
554,554,Amapa,BR,1.0,-52.0,77.5,94,68,2.08,light rain,0.5,0
555,555,Kochubey,RU,44.39,46.58,79.02,44,72,10.36,broken clouds,0.0,0
